study_id	analysis_id	platform	ion_mode	evidence_family	feature_id	asinh_scale_multiplier	primary_scale	effect	p	interpretation	q_evidence_family	direction
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__266	0.01	FALSE	0.00519261350653287	0.22351356537348	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.422028721792845	higher_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__4	0.01	FALSE	0.119826007172507	0.226499473565719	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.422028721792845	higher_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__47	0.01	FALSE	0.000216081234355093	0.225903500324781	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.422028721792845	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__123	0.01	FALSE	2.31431249290317e-05	0.229917730938724	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.424158572593852	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__25	0.01	FALSE	-0.00616118955201676	0.235434114555152	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.431853432984022	lower_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__116	0.01	FALSE	0.000545096856767536	0.250239674186098	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.456403042123508	higher_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__102	0.01	FALSE	0.000206767419667366	0.260217660918856	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.471920164717247	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__216	0.01	FALSE	-0.00741516568916796	0.267168334715696	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.481803569908643	lower_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__49	0.01	FALSE	0.000672270817759077	0.273825072101974	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.491049430976165	higher_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__15	0.01	FALSE	-0.00309992029111216	0.277792406688189	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.495396458593937	lower_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__6	0.01	FALSE	0.000191544186938078	0.283341179076359	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.499739112546764	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__212	0.01	FALSE	-1.83987499661856e-05	0.282300927676722	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.499739112546764	lower_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__148	0.01	FALSE	8.48612238397149e-05	0.287482004745932	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.504224884015114	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__259	0.01	FALSE	2.3240624891251e-05	0.289026101740751	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.504224884015114	higher_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__175	0.01	FALSE	-0.0340932260954736	0.295016088422457	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.511892780451939	lower_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__163	0.01	FALSE	0.052198209348555	0.302952623835269	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.522837592747964	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__236	0.01	FALSE	0.00536464469840215	0.313696886641507	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.538485030010288	higher_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__186	0.01	FALSE	0.000305627289064838	0.331078366791113	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.5652987007444	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__78	0.01	FALSE	0.000229364614177514	0.337334616120067	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.572933395632494	higher_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__43	0.01	FALSE	0.00490957177329881	0.353162465113131	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.593534823567095	higher_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__109	0.01	FALSE	0.12180223075052	0.353029600294634	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.593534823567095	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__91	0.01	FALSE	0.000501986060715227	0.361934043883237	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.605108479617287	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__132	0.01	FALSE	2.01149998292733e-05	0.375405620671342	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.623734725768794	higher_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__162	0.01	FALSE	-0.00533636221906485	0.376961173829116	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.623734725768794	lower_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__206	0.01	FALSE	-0.00019447445077152	0.385077468922031	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.63389675653319	lower_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__73	0.01	FALSE	0.000156827915622761	0.389964449759157	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.635424306460353	higher_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__80	0.01	FALSE	-0.0100787019802371	0.388379048317563	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.635424306460353	lower_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__56	0.01	FALSE	0.0795611990605658	0.404571744556282	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.655896616174578	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__222	0.01	FALSE	1.32012499854298e-05	0.406922800435439	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.656393059998874	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__131	0.01	FALSE	-0.000148698480608022	0.420142501888859	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.674328715531618	lower_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__149	0.01	FALSE	0.000135649359777894	0.436535598664591	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.697153866524048	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__172	0.01	FALSE	8.54106068834127e-05	0.443496202487942	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.703079917459704	higher_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__180	0.01	FALSE	0.000111881874379656	0.44462686368947	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.703079917459704	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__28	0.01	FALSE	0.00572769762699962	0.456380787352844	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.718128591864034	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__136	0.01	FALSE	0.000121793062733628	0.458915026158592	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.718593772667843	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__90	0.01	FALSE	0.00290417277658773	0.461638349868529	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.719349079164067	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__15	0.01	FALSE	0.00179067817525641	0.485965023259632	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.732246542211265	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__64	0.01	FALSE	0.00146232140463115	0.478374208863619	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.732246542211265	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__247	0.01	FALSE	0.0471618416360682	0.483251042483137	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.732246542211265	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__249	0.01	FALSE	1.10231249804712e-05	0.484021460653104	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.732246542211265	higher_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__84	0.01	FALSE	0.00125759301731171	0.476633265134139	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.732246542211265	higher_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__147	0.01	FALSE	-0.000220806029950818	0.472757526847446	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.732246542211265	lower_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__200	0.01	FALSE	0.0011089708048349	0.488164361474177	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.732246542211265	higher_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__215	0.01	FALSE	0.00309648429602485	0.48028484439242	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.732246542211265	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__44	0.01	FALSE	-0.0259652633853131	0.515479467755667	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.764432323772966	lower_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__115	0.01	FALSE	2.3695624531167e-05	0.516668722891925	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.764432323772966	higher_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__121	0.01	FALSE	0.000102580614037464	0.516765776506958	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.764432323772966	higher_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__33	0.01	FALSE	0.000281780181791719	0.519554815871667	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.765032549976169	higher_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__50	0.01	FALSE	-0.000152669325270326	0.550184415688351	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.802769079254366	lower_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__154	0.01	FALSE	-0.0036137884602005	0.549504727557343	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.802769079254366	lower_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__176	0.01	FALSE	0.00012221488081796	0.556083238842698	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.807704613884643	higher_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__16	0.01	FALSE	0.00111181266413926	0.558913337274423	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.808158474167071	higher_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__9	0.01	FALSE	0.00360555213104259	0.57110821252246	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.822088503227398	higher_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__165	0.01	FALSE	0.000166532413326436	0.611761845734524	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.87667657357492	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__34	0.01	FALSE	0.000699323752234628	0.623435311144298	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.877731293321577	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__127	0.01	FALSE	0.000445589740505565	0.621638947063398	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.877731293321577	higher_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__51	0.01	FALSE	7.6369994818267e-05	0.622901995354401	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.877731293321577	higher_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__172	0.01	FALSE	7.52062434403341e-05	0.61590507541186	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.877731293321577	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__26	0.01	FALSE	-1.38181243489042e-05	0.640277403028464	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.897506752716755	lower_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__63	0.01	FALSE	0.000193832803779494	0.644380138872046	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.899330541643159	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__35	0.01	FALSE	0.00591979825015569	0.656163846268016	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.907881873500143	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__152	0.01	FALSE	6.53999999853494e-06	0.65530977441305	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.907881873500143	higher_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__141	0.01	FALSE	-8.05143467310621e-05	0.660591786445354	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.908995418165452	lower_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__216	0.01	FALSE	-0.000321626239391	0.662632173989769	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.908995418165452	lower_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__121	0.01	FALSE	0.000312686776210402	0.670254017477595	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.909671024570739	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__221	0.01	FALSE	0.00720563430664697	0.671626270477462	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.909671024570739	higher_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__213	0.01	FALSE	-0.00548677042746257	0.667471287347349	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.909671024570739	lower_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__211	0.01	FALSE	0.00135604378062284	0.677808014380446	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.914186439563543	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__11	0.01	FALSE	-0.00117153421299276	0.696518860425983	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.923894852052646	lower_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__168	0.01	FALSE	8.55437492604101e-06	0.691698269570942	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.923894852052646	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__263	0.01	FALSE	0.00670670960985752	0.690363024375637	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.923894852052646	higher_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__198	0.01	FALSE	-0.000140485510317269	0.696139803580279	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.923894852052646	lower_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__31	0.01	FALSE	5.58406241254734e-05	0.704428593965152	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.930541475978657	higher_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__181	0.01	FALSE	5.50937482843875e-05	0.712626855334393	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.937513199025984	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__100	0.01	FALSE	5.19437499888699e-06	0.719412663383557	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.938745792463909	higher_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__34	0.01	FALSE	0.000435224912600121	0.718962094925531	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.938745792463909	higher_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__150	0.01	FALSE	5.31005985304923e-05	0.729007464617205	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.947414559279849	higher_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__7	0.01	FALSE	0.0195989202330918	0.734167830414327	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.95027368372177	higher_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__22	0.01	FALSE	-0.000312553216704418	0.743891795733293	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.954832357334085	lower_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__190	0.01	FALSE	4.78337495567991e-05	0.743281928923334	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.954832357334085	higher_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__202	0.01	FALSE	-8.46523046611513e-05	0.746613463211387	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.954832357334085	lower_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__70	0.01	FALSE	-8.15687486581375e-06	0.762891108625888	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.958713990882605	lower_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__117	0.01	FALSE	2.58812419328196e-05	0.770555170242094	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.958713990882605	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__137	0.01	FALSE	3.36337447106085e-05	0.766334526424623	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.958713990882605	higher_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__13	0.01	FALSE	0.000104915069177263	0.768002018927813	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.958713990882605	higher_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__110	0.01	FALSE	0.00218357114721589	0.754680211935036	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.958713990882605	higher_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__155	0.01	FALSE	-0.0018350746422073	0.760315138849907	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.958713990882605	lower_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__177	0.01	FALSE	-0.000119140625612555	0.75784243647317	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.958713990882605	lower_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__240	0.01	FALSE	0.00825776906046999	0.789136604150542	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.966842938672992	higher_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__23	0.01	FALSE	-0.00058557964841518	0.787634752475368	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.966842938672992	lower_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__53	0.01	FALSE	-0.000161170091691061	0.787854181616153	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.966842938672992	lower_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__125	0.01	FALSE	3.98231245326117e-05	0.784358396820993	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.966842938672992	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__129	0.01	FALSE	3.36562349592302e-05	0.793786427458144	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.968841989407089	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__101	0.01	FALSE	7.56499969715074e-06	0.808940235085283	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.968917221874537	higher_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__6	0.01	FALSE	0.00115956881804201	0.803139839699218	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.968917221874537	higher_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__152	0.01	FALSE	4.01162222559208e-05	0.807852046245094	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.968917221874537	higher_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__161	0.01	FALSE	0.00648952150756504	0.798500674149477	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.968917221874537	higher_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__170	0.01	FALSE	0.000511118593591514	0.807247411492773	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.968917221874537	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__12	0.01	FALSE	-0.0173241945194871	0.814878271149614	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.972401208323517	lower_in_early_ESCC
ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	AN004963__67	0.01	FALSE	3.33043749222679e-05	0.817918875199468	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.972414662737146	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__50	0.01	FALSE	-5.22893569627049e-05	0.834692312002791	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.983855554385131	lower_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__157	0.01	FALSE	1.79787484401004e-05	0.836736966813522	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.983855554385131	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__207	0.01	FALSE	3.35437499165977e-06	0.832885874207856	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.983855554385131	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__269	0.01	FALSE	-8.2812514372977e-06	0.840609710984331	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.984801887686023	lower_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__1	0.01	FALSE	-0.00749462400995693	0.929808882629537	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.995689419702455	lower_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__4	0.01	FALSE	3.61312496992757e-06	0.857894838735741	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.995689419702455	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__7	0.01	FALSE	-0.000484711230051293	0.880910995993683	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.995689419702455	lower_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__23	0.01	FALSE	5.96312540285758e-06	0.929343323638576	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.995689419702455	higher_in_early_ESCC
ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	AN004962__76	0.01	FALSE	2.42062499963674e-06	0.867405503386324	scale sensitivity; rank-based Wilcoxon is invariant and used for upgrade	0.995689419702455	higher_in_early_ESCC
