gene_id	gene_name	gene_type	chromosome	start	end	nonmissing_patients	median_copy_number	median_relative_log2	relative_log2_iqr	gain_frequency	loss_frequency	amplification_frequency	homozygous_deletion_frequency	dominant_cnv_event	recurrent_cnv_class	expressed_filter	cnv_coverage_filter	cnv_variation_filter	test_eligible	n_patients	spearman_rho_relative_cnv	p_relative_cnv	q_relative_cnv	spearman_rho_absolute_cnv	p_absolute_cnv	q_absolute_cnv	direction_stable_between_cnv_scales	discordance_code	dosage_evidence	mutation_symbol	nonsynonymous_variants	mutated_patients	likely_lof_variants	likely_lof_patients	hotspot_variants	max_observed_aa_position	oncodrive_cluster_score	oncodrive_fraction_in_clusters	oncodrive_p	oncodrive_fdr	mutation_frequency_96	recurrent_mutation	gene_span_bp	long_gene_passenger_flag	large_protein_mutability_flag	oncodrive_support_only	high_confidence_mutation_pattern	recurrent_high_level_cnv	recurrent_broad_cnv	strong_dosage	conditional_dosage	precise_reverse_dosage	multi_event_convergence	multi_event_convergence_status	evidence_unit_count	candidate_model_eligible	decision	primary_candidate_route
ENSG00000010219.13	DYRK4	protein_coding	chr12	4562204	4615302	96	3	0	0.441517737143503	0.40625	0.0833333333333333	0.09375	0	amplification	recurrent_gain	TRUE	TRUE	TRUE	TRUE	95	0.37110623943734	0.000213621732314088	0.000582487811052949	0.259545566944187	0.0110873420016658	0.0273293821700925	TRUE	support	strong_positive_dosage	DYRK4	2	2	0	0	0	276					0.0208333333333333	FALSE	53099	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	not_met	0	TRUE	exploratory_signal	broad_cnv_or_single_dosage_exploratory
ENSG00000101400.6	SNTA1	protein_coding	chr20	33407957	33443763	96	3	0.144753308597493	0.378647902988846	0.479166666666667	0	0.09375	0	amplification	recurrent_gain	TRUE	TRUE	TRUE	TRUE	95	0.326610432457608	0.00123645274700611	0.00283300699865068	0.155537137415907	0.132299582574588	0.209126674088362	TRUE	support	strong_positive_dosage	SNTA1	2	2	1	1	0	402					0.0208333333333333	FALSE	35807	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	not_met	0	TRUE	exploratory_signal	broad_cnv_or_single_dosage_exploratory
ENSG00000212128.2	TAS2R13	protein_coding	chr12	10907926	10909562	96	3	0	0.378647902988846	0.375	0.09375	0.0833333333333333	0.0104166666666667	amplification	recurrent_gain	TRUE	TRUE	TRUE	TRUE	95	0.356727304182719	0.000387559753679245	0.000992534894216515	0.374463569583645	0.000185133824798534	0.000973683955400658	TRUE	support	strong_positive_dosage	TAS2R13	2	2	0	0	0	111					0.0208333333333333	FALSE	1637	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	not_met	0	TRUE	exploratory_signal	broad_cnv_or_single_dosage_exploratory
ENSG00000118705.17	RPN2	protein_coding	chr20	37178410	37241619	96	3	0	0.362570079384708	0.4375	0.03125	0.0833333333333333	0	amplification	recurrent_gain	TRUE	TRUE	TRUE	TRUE	95	0.573575694094348	1.23591025158342e-09	1.35704015676025e-08	0.395701798445524	7.21629354852143e-05	0.000451244274348058	TRUE	support	strong_positive_dosage	RPN2	2	2	0	0	0	590					0.0208333333333333	FALSE	63210	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	not_met	0	TRUE	exploratory_signal	broad_cnv_or_single_dosage_exploratory
ENSG00000196335.13	STK31	protein_coding	chr7	23710203	23832513	96	4	0.362570079384708	0.485426827170242	0.53125	0.0416666666666667	0.0833333333333333	0	amplification	recurrent_gain	TRUE	TRUE	TRUE	TRUE	95	0.521037172683597	6.18985548946031e-08	4.19254166762803e-07	0.34425090025357	0.000635571640078029	0.00263065259121069	TRUE	support	strong_positive_dosage	STK31	2	2	0	0	0	787					0.0208333333333333	FALSE	122311	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	not_met	0	TRUE	exploratory_signal	broad_cnv_or_single_dosage_exploratory
ENSG00000124217.5	MOCS3	protein_coding	chr20	50958818	50963929	96	3	0	0.362570079384708	0.4375	0.0104166666666667	0.0833333333333333	0	amplification	recurrent_gain	TRUE	TRUE	TRUE	TRUE	95	0.505651498463521	1.72575156742876e-07	1.04119797231834e-06	0.416768815052532	2.65499818439148e-05	0.000200301528699897	TRUE	support	strong_positive_dosage	MOCS3	2	2	0	0	0	332					0.0208333333333333	FALSE	5112	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	not_met	0	TRUE	exploratory_signal	broad_cnv_or_single_dosage_exploratory
ENSG00000111667.14	USP5	protein_coding	chr12	6852148	6866632	96	3	0	0.441517737143503	0.385416666666667	0.0833333333333333	0.0833333333333333	0	amplification	recurrent_gain	TRUE	TRUE	TRUE	TRUE	95	0.495506901426106	3.30241362274465e-07	1.84012344304251e-06	0.392308559699301	8.42504836880002e-05	0.000509277709309446	TRUE	support	strong_positive_dosage	USP5	2	2	0	0	0	714					0.0208333333333333	FALSE	14485	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	not_met	0	TRUE	exploratory_signal	broad_cnv_or_single_dosage_exploratory
ENSG00000176105.14	YES1	protein_coding	chr18	721588	812546	96	3	0	0.362570079384708	0.354166666666667	0.166666666666667	0.0833333333333333	0	amplification	recurrent_gain	TRUE	TRUE	TRUE	TRUE	95	0.437030807719574	9.50874616406987e-06	3.5954060480839e-05	0.33591127929638	0.000874805120848326	0.00342839262750262	TRUE	support	strong_positive_dosage	YES1	2	2	0	0	0	167					0.0208333333333333	FALSE	90959	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	not_met	0	TRUE	exploratory_signal	broad_cnv_or_single_dosage_exploratory
ENSG00000100994.12	PYGB	protein_coding	chr20	25248085	25298012	96	3	0	0.485426827170242	0.427083333333333	0.0729166666666667	0.0833333333333333	0	amplification	recurrent_gain	TRUE	TRUE	TRUE	TRUE	95	0.399922613680522	5.93784312297151e-05	0.000184749083624938	0.268727000313226	0.00845904625568632	0.0218527927810325	TRUE	support	strong_positive_dosage	PYGB	2	2	0	0	0	801					0.0208333333333333	FALSE	49928	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	not_met	0	TRUE	exploratory_signal	broad_cnv_or_single_dosage_exploratory
ENSG00000182621.18	PLCB1	protein_coding	chr20	8077251	8968360	96	3	0	0.485426827170242	0.40625	0.125	0.0833333333333333	0	amplification	recurrent_gain	TRUE	TRUE	TRUE	TRUE	95	0.364040008174743	0.000287267420881263	0.000759300840270149	0.314528518453773	0.00190764182561769	0.00654741911569242	TRUE	support	strong_positive_dosage	PLCB1	2	2	0	0	0	890					0.0208333333333333	FALSE	891110	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	not_met	0	TRUE	exploratory_signal	broad_cnv_or_single_dosage_exploratory
ENSG00000198756.12	COLGALT2	protein_coding	chr1	183929854	184037729	96	3	0	0.362570079384708	0.40625	0.03125	0.0833333333333333	0	amplification	recurrent_gain	TRUE	TRUE	TRUE	TRUE	95	0.333689574722131	0.000951109891230438	0.00222813761025753	0.285874261389057	0.00497989352105149	0.0142949320131225	TRUE	support	strong_positive_dosage	COLGALT2	2	2	0	0	0	535					0.0208333333333333	FALSE	107876	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	not_met	0	TRUE	exploratory_signal	broad_cnv_or_single_dosage_exploratory
ENSG00000091436.17	MAP3K20	protein_coding	chr2	173075435	173268015	96	3	0	0.362570079384708	0.333333333333333	0.0625	0.0833333333333333	0	amplification	recurrent_gain	TRUE	TRUE	TRUE	TRUE	95	0.310937356804676	0.0021627295824453	0.00471105059508266	0.134063252162598	0.195235931218092	0.286605171861077	TRUE	support	strong_positive_dosage	MAP3K20	2	2	0	0	0	795					0.0208333333333333	FALSE	192581	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	not_met	0	TRUE	exploratory_signal	broad_cnv_or_single_dosage_exploratory
ENSG00000089177.19	KIF16B	protein_coding	chr20	16272104	16573448	96	3	0	0.393284266331092	0.395833333333333	0.104166666666667	0.0833333333333333	0	amplification	recurrent_gain	TRUE	TRUE	TRUE	TRUE	95	0.308114452393913	0.00238441141881051	0.00513397378834549	0.16500974455541	0.11004304335441	0.180352271364774	TRUE	support	strong_positive_dosage	KIF16B	2	2	0	0	0	415					0.0208333333333333	FALSE	301345	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	not_met	0	TRUE	exploratory_signal	broad_cnv_or_single_dosage_exploratory
ENSG00000125812.16	GZF1	protein_coding	chr20	23362182	23373062	96	3	0	0.485426827170242	0.40625	0.114583333333333	0.0729166666666667	0.0104166666666667	amplification	recurrent_gain	TRUE	TRUE	TRUE	TRUE	95	0.661818390423221	2.83608006859509e-13	9.31791902329611e-12	0.50990738604817	1.30614232483856e-07	2.5135807228532e-06	TRUE	support	strong_positive_dosage	GZF1	2	2	0	0	0	564					0.0208333333333333	FALSE	10881	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	not_met	0	TRUE	exploratory_signal	broad_cnv_or_single_dosage_exploratory
ENSG00000136811.16	ODF2	protein_coding	chr9	128455186	128501292	96	3	0	0.725140158769417	0.291666666666667	0.291666666666667	0.0729166666666667	0	amplification	recurrent_gain	TRUE	TRUE	TRUE	TRUE	95	0.618086289494981	2.50226987346306e-11	4.35903661198606e-10	0.557873397800169	4.27624440533053e-09	1.5956378029165e-07	TRUE	support	strong_positive_dosage	ODF2	2	2	0	0	0	496					0.0208333333333333	FALSE	46107	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	not_met	0	TRUE	exploratory_signal	broad_cnv_or_single_dosage_exploratory
ENSG00000165029.17	ABCA1	protein_coding	chr9	104781006	104928155	96	3	0	0.362570079384708	0.291666666666667	0.208333333333333	0.0729166666666667	0	amplification	recurrent_gain	TRUE	TRUE	TRUE	TRUE	95	0.536898079981467	2.03680156348288e-08	1.57986039315534e-07	0.381737320012995	0.00013504631003585	0.000748212015672628	TRUE	support	strong_positive_dosage	ABCA1	2	2	0	0	0	1925					0.0208333333333333	FALSE	147150	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	not_met	0	TRUE	exploratory_signal	broad_cnv_or_single_dosage_exploratory
ENSG00000124155.18	PIGT	protein_coding	chr20	45416084	45456934	96	3	0	0.362570079384708	0.447916666666667	0.0208333333333333	0.0729166666666667	0	amplification	recurrent_gain	TRUE	TRUE	TRUE	TRUE	95	0.532325233063205	2.8227695062324e-08	2.11507382416873e-07	0.373255942267886	0.000194949553065849	0.00101575605258056	TRUE	support	strong_positive_dosage	PIGT	2	2	0	0	0	545					0.0208333333333333	FALSE	40851	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	not_met	0	TRUE	exploratory_signal	broad_cnv_or_single_dosage_exploratory
ENSG00000106443.17	PHF14	protein_coding	chr7	10973336	11169623	96	4	0.362570079384708	0.485426827170242	0.541666666666667	0.0625	0.0729166666666667	0	amplification	recurrent_gain	TRUE	TRUE	TRUE	TRUE	95	0.530083897817073	3.30657109315616e-08	2.41833532891617e-07	0.47217806697395	1.36000150808791e-06	1.78916380970652e-05	TRUE	support	strong_positive_dosage	PHF14	2	2	0	0	0	476					0.0208333333333333	FALSE	196288	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	not_met	0	TRUE	exploratory_signal	broad_cnv_or_single_dosage_exploratory
ENSG00000071189.21	SNX13	protein_coding	chr7	17790761	17940501	96	4	0.362570079384708	0.485426827170242	0.541666666666667	0.0520833333333333	0.0729166666666667	0	amplification	recurrent_gain	TRUE	TRUE	TRUE	TRUE	95	0.528223038096358	3.76738901916493e-08	2.70237712336254e-07	0.38533557375894	0.000115216254098779	0.000656411740557374	TRUE	support	strong_positive_dosage	SNX13	3	2	0	0	0	950					0.0208333333333333	FALSE	149741	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	not_met	0	TRUE	exploratory_signal	broad_cnv_or_single_dosage_exploratory
ENSG00000076321.11	KLHL20	protein_coding	chr1	173714941	173786692	96	3	0	0.362570079384708	0.427083333333333	0.0416666666666667	0.0729166666666667	0	amplification	recurrent_gain	TRUE	TRUE	TRUE	TRUE	95	0.500917167178209	2.3423371352191e-07	1.35703606892867e-06	0.355179067186268	0.000412550682392432	0.00185728354778162	TRUE	support	strong_positive_dosage	KLHL20	2	2	0	0	0	550					0.0208333333333333	FALSE	71752	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	not_met	0	TRUE	exploratory_signal	broad_cnv_or_single_dosage_exploratory
ENSG00000135945.10	REV1	protein_coding	chr2	99400475	99490035	96	3	0	0.362570079384708	0.354166666666667	0.0520833333333333	0.0729166666666667	0	amplification	recurrent_gain	TRUE	TRUE	TRUE	TRUE	95	0.441969350897053	7.32881436874592e-06	2.84640296907875e-05	0.312653119634194	0.00203724890421689	0.00689890269780471	TRUE	support	strong_positive_dosage	REV1	2	2	0	0	0	1175					0.0208333333333333	FALSE	89561	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	not_met	0	TRUE	exploratory_signal	broad_cnv_or_single_dosage_exploratory
ENSG00000106665.16	CLIP2	protein_coding	chr7	74289407	74405935	96	3	0	0.362570079384708	0.416666666666667	0.0833333333333333	0.0729166666666667	0	amplification	recurrent_gain	TRUE	TRUE	TRUE	TRUE	95	0.431066363274486	1.29531096475726e-05	4.73268039615428e-05	0.342515815782655	0.000679747511102246	0.00278172247040938	TRUE	support	strong_positive_dosage	CLIP2	2	2	0	0	0	505					0.0208333333333333	FALSE	116529	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	not_met	0	TRUE	exploratory_signal	broad_cnv_or_single_dosage_exploratory
ENSG00000170471.15	RALGAPB	protein_coding	chr20	38472816	38578859	96	3	0	0.362570079384708	0.4375	0.0416666666666667	0.0729166666666667	0	amplification	recurrent_gain	TRUE	TRUE	TRUE	TRUE	95	0.386940117787593	0.000107275628635112	0.000315434621458497	0.254253841967564	0.0129058241611791	0.0308814456626554	TRUE	support	strong_positive_dosage	RALGAPB	2	2	0	0	0	552					0.0208333333333333	FALSE	106044	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	not_met	0	TRUE	exploratory_signal	broad_cnv_or_single_dosage_exploratory
ENSG00000124198.9	ARFGEF2	protein_coding	chr20	48921711	49036693	96	3	0	0.362570079384708	0.416666666666667	0.0208333333333333	0.0729166666666667	0	amplification	recurrent_gain	TRUE	TRUE	TRUE	TRUE	95	0.385931806598437	0.000112204010466134	0.000328630776150465	0.219344624716361	0.0327050149895	0.0664261691378667	TRUE	support	strong_positive_dosage	ARFGEF2	2	2	0	0	0	516					0.0208333333333333	FALSE	114983	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	not_met	0	TRUE	exploratory_signal	broad_cnv_or_single_dosage_exploratory
ENSG00000124207.17	CSE1L	protein_coding	chr20	49046246	49096960	96	3	0	0.362570079384708	0.416666666666667	0.0208333333333333	0.0729166666666667	0	amplification	recurrent_gain	TRUE	TRUE	TRUE	TRUE	95	0.373779946990857	0.000190632755789139	0.000527285628989718	0.277259991576954	0.00652486309081248	0.0177153315601978	TRUE	support	strong_positive_dosage	CSE1L	2	2	1	1	0	829					0.0208333333333333	FALSE	50715	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	not_met	0	TRUE	exploratory_signal	broad_cnv_or_single_dosage_exploratory
ENSG00000122218.16	COPA	protein_coding	chr1	160288594	160343273	96	3	0	0.456950939520976	0.427083333333333	0.03125	0.0729166666666667	0	amplification	recurrent_gain	TRUE	TRUE	TRUE	TRUE	95	0.367654152385674	0.000247092261700215	0.000663200859869232	0.258187113032241	0.0115314021762441	0.0281992368683239	TRUE	support	strong_positive_dosage	COPA	2	2	1	1	0	604					0.0208333333333333	FALSE	54680	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	not_met	0	TRUE	exploratory_signal	broad_cnv_or_single_dosage_exploratory
ENSG00000197915.7	HRNR	protein_coding	chr1	152212076	152224193	96	3	0	0.362570079384708	0.4375	0.0208333333333333	0.0729166666666667	0	amplification	recurrent_gain	TRUE	TRUE	TRUE	TRUE	95	0.348303966508838	0.00054242533148286	0.00134566472102223	0.21424574543543	0.0370839134756601	0.0738765615297395	TRUE	support	strong_positive_dosage	HRNR	2	2	0	0	0	1884					0.0208333333333333	FALSE	12118	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	not_met	0	TRUE	exploratory_signal	broad_cnv_or_single_dosage_exploratory
ENSG00000101115.13	SALL4	protein_coding	chr20	51782331	51802521	96	3	0	0.362570079384708	0.427083333333333	0.0104166666666667	0.0729166666666667	0	amplification	recurrent_gain	TRUE	TRUE	TRUE	TRUE	95	0.345588010849747	0.000603338121124928	0.00148314286724294	0.258881475884596	0.0113025216980229	0.0277357933773851	TRUE	support	strong_positive_dosage	SALL4	2	2	0	0	0	922					0.0208333333333333	FALSE	20191	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	not_met	0	TRUE	exploratory_signal	broad_cnv_or_single_dosage_exploratory
ENSG00000006704.11	GTF2IRD1	protein_coding	chr7	74453790	74602605	96	3	0	0.362570079384708	0.416666666666667	0.0833333333333333	0.0729166666666667	0	amplification	recurrent_gain	TRUE	TRUE	TRUE	TRUE	95	0.342504949685278	0.000680032800623542	0.00165309104418397	0.262281571508081	0.0102381251920963	0.0256651321775382	TRUE	support	strong_positive_dosage	GTF2IRD1	2	2	0	0	0	684					0.0208333333333333	FALSE	148816	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	not_met	0	TRUE	exploratory_signal	broad_cnv_or_single_dosage_exploratory
ENSG00000174516.15	PELI3	protein_coding	chr11	66466327	66477337	96	3	0	0.362570079384708	0.270833333333333	0.03125	0.0729166666666667	0	amplification	recurrent_gain	TRUE	TRUE	TRUE	TRUE	95	0.326757967895812	0.00122978789764083	0.00281875476556678	0.30865492927688	0.0023404473353582	0.00769749821239955	TRUE	support	strong_positive_dosage	PELI3	2	2	0	0	0	218					0.0208333333333333	FALSE	11011	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	not_met	0	TRUE	exploratory_signal	broad_cnv_or_single_dosage_exploratory
ENSG00000054793.14	ATP9A	protein_coding	chr20	51596514	51768390	96	3	0	0.362570079384708	0.427083333333333	0.0104166666666667	0.0729166666666667	0	amplification	recurrent_gain	TRUE	TRUE	TRUE	TRUE	95	0.30961777734655	0.00226393178217675	0.00490789450625052	0.231758552103644	0.0238298555611391	0.0511181035565572	TRUE	support	strong_positive_dosage	ATP9A	2	2	0	0	0	976					0.0208333333333333	FALSE	171877	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	not_met	0	TRUE	exploratory_signal	broad_cnv_or_single_dosage_exploratory
ENSG00000117262.19	GPR89A	protein_coding	chr1	145607988	145670650	95	3	0	0.362570079384708	0.4	0.0631578947368421	0.0631578947368421	0.0315789473684211	amplification	recurrent_gain	TRUE	TRUE	TRUE	TRUE	94	0.358238725772509	0.000392302016100031	0.00100285711916561	0.313395053327743	0.00210009494242781	0.00707394530142617	TRUE	support	strong_positive_dosage	GPR89A	2	2	1	1	0	301					0.0208333333333333	FALSE	62663	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	not_met	0	TRUE	exploratory_signal	broad_cnv_or_single_dosage_exploratory
ENSG00000175322.12	ZNF519	protein_coding	chr18	14057457	14132490	96	3	0	0.362570079384708	0.28125	0.229166666666667	0.0625	0.0104166666666667	amplification	recurrent_gain	TRUE	TRUE	TRUE	TRUE	95	0.537378452151369	1.96760534978912e-08	1.53086938932673e-07	0.532549812175504	2.77820306846517e-08	7.10346195852325e-07	TRUE	support	strong_positive_dosage	ZNF519	2	2	0	0	0	311					0.0208333333333333	FALSE	75034	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	not_met	0	TRUE	exploratory_signal	broad_cnv_or_single_dosage_exploratory
ENSG00000070061.16	ELP1	protein_coding	chr9	108866898	108934328	96	3	0	0.725140158769417	0.28125	0.260416666666667	0.0625	0	amplification	recurrent_gain	TRUE	TRUE	TRUE	TRUE	95	0.60402104597719	9.15944869049014e-11	1.37882118508787e-09	0.462337819350948	2.3961908259727e-06	2.84270271795938e-05	TRUE	support	strong_positive_dosage	ELP1	3	2	0	0	0	1191					0.0208333333333333	FALSE	67431	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	not_met	0	TRUE	exploratory_signal	broad_cnv_or_single_dosage_exploratory
ENSG00000101557.15	USP14	protein_coding	chr18	158383	214629	96	3	0	0.362570079384708	0.34375	0.177083333333333	0.0625	0	amplification	recurrent_gain	TRUE	TRUE	TRUE	TRUE	95	0.541584970752298	1.45039096988286e-08	1.17833813453264e-07	0.411758321691878	3.38840882816357e-05	0.00024471412732785	TRUE	support	strong_positive_dosage	USP14	2	2	0	0	0	480					0.0208333333333333	FALSE	56247	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	not_met	0	TRUE	exploratory_signal	broad_cnv_or_single_dosage_exploratory
ENSG00000111581.10	NUP107	protein_coding	chr12	68686951	68745809	96	3	0	0.289506617194985	0.239583333333333	0.104166666666667	0.0625	0	amplification	recurrent_gain	TRUE	TRUE	TRUE	TRUE	95	0.512434204602097	1.10503005644195e-07	7.05283904166926e-07	0.377460546501565	0.000162714281141719	0.000873876301368343	TRUE	support	strong_positive_dosage	NUP107	2	2	0	0	0	724					0.0208333333333333	FALSE	58859	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	not_met	0	TRUE	exploratory_signal	broad_cnv_or_single_dosage_exploratory
ENSG00000101457.13	DNTTIP1	protein_coding	chr20	45791954	45811427	96	3	0	0.362570079384708	0.4375	0.0208333333333333	0.0625	0	amplification	recurrent_gain	TRUE	TRUE	TRUE	TRUE	95	0.494308766538891	3.56059615654247e-07	1.96064398099176e-06	0.383954898723055	0.000122481906107249	0.000689443201621008	TRUE	support	strong_positive_dosage	DNTTIP1	2	2	0	0	0	208					0.0208333333333333	FALSE	19474	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	not_met	0	TRUE	exploratory_signal	broad_cnv_or_single_dosage_exploratory
ENSG00000185963.14	BICD2	protein_coding	chr9	92711363	92764833	96	3	0	0.653025844712511	0.270833333333333	0.239583333333333	0.0625	0	amplification	recurrent_gain	TRUE	TRUE	TRUE	TRUE	95	0.492391943172909	4.01388726190851e-07	2.17911465134948e-06	0.216929502612241	0.0347215538928276	0.0698571528255898	TRUE	support	strong_positive_dosage	BICD2	2	2	0	0	0	607					0.0208333333333333	FALSE	53471	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	not_met	0	TRUE	exploratory_signal	broad_cnv_or_single_dosage_exploratory
ENSG00000135047.16	CTSL	protein_coding	chr9	87724051	87731469	96	3	0	0.310619927140868	0.229166666666667	0.25	0.0625	0	amplification	recurrent_gain	TRUE	TRUE	TRUE	TRUE	95	0.480577037031916	8.26886864167666e-07	4.15145653656941e-06	0.325787422914512	0.00127423760513478	0.00470447781901581	TRUE	support	strong_positive_dosage	CTSL	2	2	0	0	0	252					0.0208333333333333	FALSE	7419	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	not_met	0	TRUE	exploratory_signal	broad_cnv_or_single_dosage_exploratory
ENSG00000115827.14	DCAF17	protein_coding	chr2	171434217	171485052	96	3	0	0.362570079384708	0.3125	0.0833333333333333	0.0625	0	amplification	recurrent_gain	TRUE	TRUE	TRUE	TRUE	95	0.474697404801405	1.17306568949741e-06	5.68685744426839e-06	0.445015237970881	6.22874428172083e-06	6.21013639786035e-05	TRUE	support	strong_positive_dosage	DCAF17	3	2	1	1	0	453					0.0208333333333333	FALSE	50836	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	not_met	0	TRUE	exploratory_signal	broad_cnv_or_single_dosage_exploratory
ENSG00000125630.16	POLR1B	protein_coding	chr2	112541915	112579818	96	3	0	0.362570079384708	0.333333333333333	0.0520833333333333	0.0625	0	amplification	recurrent_gain	TRUE	TRUE	TRUE	TRUE	95	0.465099677853917	2.0476321184624e-06	9.26108078685456e-06	0.459295541536519	2.84470007860117e-06	3.29163678750079e-05	TRUE	support	strong_positive_dosage	POLR1B	2	2	1	1	0	758					0.0208333333333333	FALSE	37904	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	not_met	0	TRUE	exploratory_signal	broad_cnv_or_single_dosage_exploratory
ENSG00000135679.25	MDM2	protein_coding	chr12	68808177	68850686	96	3	0	0.289506617194985	0.239583333333333	0.104166666666667	0.0625	0	amplification	recurrent_gain	TRUE	TRUE	TRUE	TRUE	95	0.464762570563813	2.08745306835757e-06	9.41432425779188e-06	0.393342734148315	8.03805586636762e-05	0.00049174445005921	TRUE	support	strong_positive_dosage	MDM2	2	2	1	1	0	470					0.0208333333333333	FALSE	42510	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	not_met	0	TRUE	exploratory_signal	broad_cnv_or_single_dosage_exploratory
ENSG00000198837.10	DENND4B	protein_coding	chr1	153929501	153946718	96	3	0	0.362570079384708	0.395833333333333	0.0208333333333333	0.0625	0	amplification	recurrent_gain	TRUE	TRUE	TRUE	TRUE	95	0.460661462794979	2.63432434644316e-06	1.15480474806748e-05	0.426948195556611	1.59809208058008e-05	0.000133136302384323	TRUE	support	strong_positive_dosage	DENND4B	3	2	0	0	0	1120					0.0208333333333333	FALSE	17218	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	not_met	0	TRUE	exploratory_signal	broad_cnv_or_single_dosage_exploratory
ENSG00000106789.13	CORO2A	protein_coding	chr9	98120975	98192637	96	3	0	0.362570079384708	0.302083333333333	0.21875	0.0625	0	amplification	recurrent_gain	TRUE	TRUE	TRUE	TRUE	95	0.459447733139061	2.82049809288503e-06	1.22750709725353e-05	0.46017816730138	2.70702223981728e-06	3.15827562514837e-05	TRUE	support	strong_positive_dosage	CORO2A	2	2	0	0	0	308					0.0208333333333333	FALSE	71663	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	not_met	0	TRUE	exploratory_signal	broad_cnv_or_single_dosage_exploratory
