factor	model_variant	term	gene_id	coefficient	source_weight	selected_nonzero	feature_count	training_n	lambda_1se	alpha	preprocessing	model_role	rna_squared_weight_mass_fraction	orientation_rule	external_outcomes_seen_during_definition
Factor1	ridge314_primary	ENSG00000126458	ENSG00000126458	-0.0172827949263107		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000127249	ENSG00000127249	0.0109809784907305		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000128218	ENSG00000128218	0.00554974197671463		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000128595	ENSG00000128595	0.00789931639503435		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000128596	ENSG00000128596	0.00957785670286258		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000128805	ENSG00000128805	-0.0126830891829277		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000128815	ENSG00000128815	-0.00230656219701451		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000128833	ENSG00000128833	0.00321834083290013		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000129009	ENSG00000129009	0.00929607448202607		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000129514	ENSG00000129514	0.00317245497425893		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000130635	ENSG00000130635	0.0038399534940327		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000131236	ENSG00000131236	0.00570005702418347		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000131459	ENSG00000131459	-0.00593156130511387		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000132185	ENSG00000132185	-0.00564066038504112		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000132465	ENSG00000132465	0.00314948393621548		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000133110	ENSG00000133110	0.00705095648206925		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000133816	ENSG00000133816	-0.00720903322980076		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000134013	ENSG00000134013	-0.000502963800276599		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000134070	ENSG00000134070	-0.0108895658186897		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000134242	ENSG00000134242	-0.0111129457718252		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000134668	ENSG00000134668	0.00068690278997327		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000135127	ENSG00000135127	0.00781916441042486		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000136573	ENSG00000136573	-0.00282743256305794		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000136694	ENSG00000136694	-0.000388029300883156		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000137078	ENSG00000137078	0.000568211082831608		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000137265	ENSG00000137265	-0.00605102963758648		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000137573	ENSG00000137573	0.00945489386833649		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000138316	ENSG00000138316	-0.00458154427211187		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000139211	ENSG00000139211	-0.0021120279284265		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000140279	ENSG00000140279	0.00301013773512424		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000140416	ENSG00000140416	-0.00620239982782679		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000140682	ENSG00000140682	-0.00441426052001048		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000142156	ENSG00000142156	0.00251788244529053		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000142173	ENSG00000142173	-0.000443848420323411		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000142192	ENSG00000142192	-0.00420479112424461		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000142227	ENSG00000142227	-0.0113552856006978		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000142552	ENSG00000142552	0.00197515403899295		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000142627	ENSG00000142627	-0.00603630052522883		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000142669	ENSG00000142669	-0.0161685667569112		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000143067	ENSG00000143067	-0.00572915923028241		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000143226	ENSG00000143226	-0.00114859113685842		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000143297	ENSG00000143297	-0.00569682436472129		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000143387	ENSG00000143387	0.0074455088837462		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000143502	ENSG00000143502	0.0248203752347178		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000143546	ENSG00000143546	-0.0189436905840716		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000143851	ENSG00000143851	-0.012061120254961		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000144749	ENSG00000144749	0.016800168436554		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000145113	ENSG00000145113	0.0138833814329694		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000145431	ENSG00000145431	-0.00404700822448759		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000145649	ENSG00000145649	-0.0082533247413774		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000145817	ENSG00000145817	0.00055507420763789		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000146072	ENSG00000146072	-0.00603669085660539		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000146267	ENSG00000146267	0.0214189301602437		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000146676	ENSG00000146676	0.00670764756743215		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000147138	ENSG00000147138	-0.00647631484166292		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000147689	ENSG00000147689	-0.0189930400349515		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000147697	ENSG00000147697	-0.0102671755435199		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000148344	ENSG00000148344	-0.00503490940612997		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000149257	ENSG00000149257	0.00507130827536575		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000149380	ENSG00000149380	0.000224851393999848		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000149557	ENSG00000149557	-0.00011736435133048		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000150093	ENSG00000150093	-0.00386007497132488		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000150630	ENSG00000150630	-0.0120715046835908		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000151135	ENSG00000151135	-6.78668862233554e-05		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000151388	ENSG00000151388	0.00269335301041479		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000151617	ENSG00000151617	0.000595470123402617		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000152049	ENSG00000152049	-0.000752189389625378		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000153048	ENSG00000153048	-0.0217658922253934		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000153283	ENSG00000153283	0.000776210280127877		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000153294	ENSG00000153294	-0.0110471003214468		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000153561	ENSG00000153561	0.0177358929883364		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000153563	ENSG00000153563	-0.00064419653824055		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000153885	ENSG00000153885	0.0161861153647525		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000154096	ENSG00000154096	0.00808063080744615		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000156738	ENSG00000156738	-0.000118319529045596		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000157227	ENSG00000157227	0.00315525875250637		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000157379	ENSG00000157379	-0.0164416964891584		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000158186	ENSG00000158186	-0.00639979405665464		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000158315	ENSG00000158315	-0.0043621546100947		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000158552	ENSG00000158552	-0.0183227324126275		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000159348	ENSG00000159348	-0.016381246881839		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000160654	ENSG00000160654	-0.00326500388974914		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
Factor1	ridge314_primary	ENSG00000161405	ENSG00000161405	-0.0037436978968046		TRUE	314	78	11.1082939139781	0	locked repository tcga.val.df; repeated nested CV; glmnet standardize=TRUE; external GSE53622/24 separately gene-wise re-Z	primary_RNA_proxy_not_full_MOFA_reproduction		retain original MOFA factor orientation; never flip after external outcome	FALSE
