feature_id	effect	p	study_id	analysis_id	platform	ion_mode	evidence_family	acquisition_source	perfect_group_block	rank_group_correlation	interpretation	q_evidence_family	direction
AN004963__151	0.0867852506088144	0.00862994750998618	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.0317045885996207	higher_in_early_ESCC
AN004962__141	0.522367606626111	0.00912375811721285	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.0325414039513925	higher_in_early_ESCC
AN004962__126	0.216533255886142	0.00974159685517791	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.0343632152803528	higher_in_early_ESCC
AN004963__49	-0.278276509392029	0.0100046180086243	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.0349074171822651	lower_in_early_ESCC
AN004963__179	-0.0275277357020446	0.0110003172824596	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.0379688370717153	lower_in_early_ESCC
AN004963__160	0.104285525268391	0.0114526317663116	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.0391095191168726	higher_in_early_ESCC
AN004963__171	0.0294049708270867	0.0117692064749261	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.0397675292468555	higher_in_early_ESCC
AN004962__53	0.230195268518478	0.0129598980833551	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.0433346592162186	higher_in_early_ESCC
AN004963__184	0.522888115016934	0.0133689812370454	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.0442416801762018	higher_in_early_ESCC
AN004962__149	-0.152503494805523	0.014633010772993	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.0474732323399121	lower_in_early_ESCC
AN004963__8	-0.389898321949589	0.0146412772637112	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.0474732323399121	lower_in_early_ESCC
AN004962__103	0.131296816485294	0.0153906898478291	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.0494041144115313	higher_in_early_ESCC
AN004962__60	0.270472159526481	0.0165573662967746	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.0525062427038512	higher_in_early_ESCC
AN004962__61	0.302999032639052	0.0168477975031049	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.0525062427038512	higher_in_early_ESCC
AN004963__41	-0.295955333516998	0.0168227073380574	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.0525062427038512	lower_in_early_ESCC
AN004963__178	0.732254058272095	0.0181923859640198	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.0561514989850996	higher_in_early_ESCC
AN004962__24	0.258448989027999	0.0185162367020978	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.0566067807749846	higher_in_early_ESCC
AN004963__174	0.701249668682106	0.0188486208170533	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.0570793139837181	higher_in_early_ESCC
AN004962__135	0.019746897611499	0.0197567988025424	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.0592703964076271	higher_in_early_ESCC
AN004963__85	-0.114090285381741	0.0202438451557734	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.0601692064352155	lower_in_early_ESCC
AN004962__235	0.46247671283348	0.0215996289932527	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.0636099165764597	higher_in_early_ESCC
AN004962__62	0.00858751804751472	0.022924887064577	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.0667834258067728	higher_in_early_ESCC
AN004962__146	0.111304190870718	0.0231082248411569	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.0667834258067728	higher_in_early_ESCC
AN004963__76	-0.108794680063549	0.023301382212955	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.0667834258067728	lower_in_early_ESCC
AN004963__98	-0.0680705215285562	0.0250382575471483	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.0711263776339345	lower_in_early_ESCC
AN004962__185	0.0909961624269544	0.0261162483365248	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.0728983975306476	higher_in_early_ESCC
AN004963__77	0.101748153118183	0.0259520528624344	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.0728983975306476	higher_in_early_ESCC
AN004962__254	-0.0127008971599196	0.0266083668362882	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.0736317737452457	lower_in_early_ESCC
AN004963__24	0.16907846973081	0.0282755994494886	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.0775766446434689	higher_in_early_ESCC
AN004962__65	0.00474223643764445	0.0305100176316533	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.0829975903369552	higher_in_early_ESCC
AN004963__93	0.0862488813081515	0.0338977942434517	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.0906765996012332	higher_in_early_ESCC
AN004963__185	0.157012438210147	0.0338119248839365	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.0906765996012332	higher_in_early_ESCC
AN004963__19	-0.200843911133513	0.034843114825919	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.0924350401580166	lower_in_early_ESCC
AN004963__14	-0.298066807835644	0.0359842909991311	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.0938580086633978	lower_in_early_ESCC
AN004963__99	0.253821086920316	0.0360690820078097	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.0938580086633978	higher_in_early_ESCC
AN004963__192	-0.425794986120892	0.0362566762438048	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.0938580086633978	lower_in_early_ESCC
AN004962__42	0.0806891458730278	0.0376133447308019	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.0965910692686992	higher_in_early_ESCC
AN004962__262	0.00575837214216833	0.0409699945771832	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.104375938565681	higher_in_early_ESCC
AN004962__150	0.0456747373978029	0.0445372896667016	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.11257062978749	higher_in_early_ESCC
AN004962__199	0.0291272400933463	0.0464301569350621	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.115535506791899	higher_in_early_ESCC
AN004962__219	0.00876567444989918	0.0463231356899805	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.115535506791899	higher_in_early_ESCC
AN004962__27	-0.404468879816796	0.0499317324563099	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.122351802431111	lower_in_early_ESCC
AN004963__175	-0.41812509605516	0.0496725598098493	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.122351802431111	lower_in_early_ESCC
AN004962__181	0.124561146987766	0.0535013659040116	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.129127356805923	higher_in_early_ESCC
AN004963__103	0.0219101486263551	0.0532698654229169	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.129127356805923	higher_in_early_ESCC
AN004962__194	-0.172829526353163	0.0560480219653481	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.134264291424453	lower_in_early_ESCC
AN004962__68	0.0313390762271348	0.059325363111685	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.141062530065562	higher_in_early_ESCC
AN004963__169	0.113286085191641	0.0599061632618446	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.141396164757736	higher_in_early_ESCC
AN004962__84	0.101232168209534	0.0613922649040103	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.143846109738593	higher_in_early_ESCC
AN004962__242	-0.237745758123575	0.068447337770312	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.158100850970105	lower_in_early_ESCC
AN004963__2	-0.279523707407922	0.0684611161521639	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.158100850970105	lower_in_early_ESCC
AN004962__79	-0.0158779247782236	0.0841548870541502	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.192955133888444	lower_in_early_ESCC
AN004962__216	-0.368894721270237	0.0920701916598153	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.209606606544686	lower_in_early_ESCC
AN004962__232	0.0119970520074915	0.0929123908576234	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.210034348347163	higher_in_early_ESCC
AN004962__18	0.0631236831645068	0.0963643485114134	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.214812193556692	higher_in_early_ESCC
AN004963__97	0.171089583400799	0.0963167311241533	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.214812193556692	higher_in_early_ESCC
AN004962__122	0.0878544455686249	0.102432716686318	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.226764841767643	higher_in_early_ESCC
AN004963__96	0.0271128285960011	0.107946997874038	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.237335522723056	higher_in_early_ESCC
AN004962__237	0.0028868460329302	0.109374125074035	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.238837375161669	higher_in_early_ESCC
AN004962__116	0.00416868373443697	0.11112489235094	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.241020881382782	higher_in_early_ESCC
AN004962__210	0.00924087538370513	0.114574862735736	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.246835778108531	higher_in_early_ESCC
AN004963__47	0.0206165545784719	0.118995549641734	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.25465047623331	higher_in_early_ESCC
AN004962__206	-0.0114001806212053	0.128100663904808	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.272319954393664	lower_in_early_ESCC
AN004963__123	0.0401913785133267	0.131347135759843	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.277384411703353	higher_in_early_ESCC
AN004962__201	0.00321041964231625	0.140653359639348	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.295096264341378	higher_in_early_ESCC
AN004963__102	0.0205204334442607	0.142366516375298	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.296750985431629	higher_in_early_ESCC
AN004963__75	0.0513412823097123	0.146080170282327	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.302527320391141	higher_in_early_ESCC
AN004963__21	0.0590520356913212	0.151198345044935	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.310658373513481	higher_in_early_ESCC
AN004963__48	-0.0295435926539178	0.152909729019096	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.310658373513481	lower_in_early_ESCC
AN004963__58	0.0302584344740358	0.152076621525645	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.310658373513481	higher_in_early_ESCC
AN004962__198	-0.00511758595005103	0.163578647898233	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.330243685379452	lower_in_early_ESCC
AN004963__15	-0.203001795380515	0.166858464832764	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.334759795070733	lower_in_early_ESCC
AN004962__25	-0.131600336415068	0.171975031473315	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.34183139152403	lower_in_early_ESCC
AN004962__268	0.0579922621315918	0.172513038713062	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.34183139152403	higher_in_early_ESCC
AN004962__169	0.173244871063596	0.17431379480072	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.343280540681172	higher_in_early_ESCC
AN004962__267	0.174537075469885	0.175394890692327	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.343303414099006	higher_in_early_ESCC
AN004963__180	0.0109656193340087	0.177175182606271	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.344686264343108	higher_in_early_ESCC
AN004962__32	0.031480972481174	0.18106465339964	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.350131046634243	higher_in_early_ESCC
AN004962__159	0.00332795215282634	0.18647775116746	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.358439270208111	higher_in_early_ESCC
AN004962__77	0.0186450242203809	0.190564409792882	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.362919830712242	higher_in_early_ESCC
AN004963__112	-0.281228840732368	0.192200533399007	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.362919830712242	lower_in_early_ESCC
AN004963__162	-0.281991240364935	0.191201222928228	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.362919830712242	lower_in_early_ESCC
AN004962__197	0.0415964792358081	0.212147113390847	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.398241072505624	higher_in_early_ESCC
AN004962__266	0.168656762770271	0.213642562104876	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.398716642067822	higher_in_early_ESCC
AN004962__205	0.00303150027087257	0.238164488824398	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.441912144003651	higher_in_early_ESCC
AN004962__6	0.0209969806356559	0.242977011778612	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.448250694143301	higher_in_early_ESCC
AN004962__145	0.074620178613111	0.254756072056386	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.462015249322598	higher_in_early_ESCC
AN004963__4	0.117049305264042	0.252326460615487	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.462015249322598	higher_in_early_ESCC
AN004963__116	0.0517056129507411	0.25394392285786	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.462015249322598	higher_in_early_ESCC
AN004962__212	-0.00190572407460472	0.276996410015991	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.49845944743645	lower_in_early_ESCC
AN004963__43	0.116800341826436	0.277957137355528	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.49845944743645	higher_in_early_ESCC
AN004962__180	0.0658556863718468	0.283342828305717	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.502503026995222	higher_in_early_ESCC
AN004963__73	0.014771785364933	0.281973774382478	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.502503026995222	higher_in_early_ESCC
AN004962__131	-0.0189249792018793	0.28823248179034	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.508366080520325	lower_in_early_ESCC
AN004962__123	0.00205341257932116	0.289986157621536	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.508664243696793	higher_in_early_ESCC
AN004963__163	0.0973266648605008	0.298133547010156	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.517301992379783	higher_in_early_ESCC
AN004963__206	-0.01999591091258	0.298066539286402	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.517301992379783	lower_in_early_ESCC
AN004962__13	0.0988648104959361	0.311877459237222	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.536301227620962	higher_in_early_ESCC
AN004962__148	0.00822090001454439	0.312424702695077	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.536301227620962	higher_in_early_ESCC
AN004962__72	0.0230650716264006	0.320027322404686	ST003027	AN004962	targeted LC-MS	positive	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.543538468211134	higher_in_early_ESCC
AN004963__147	-0.0276293975929207	0.319398534172445	ST003027	AN004963	targeted LC-MS	negative	ST003027_targeted_LCMS_combined_modes	timestamp parsed from source raw ZIP	FALSE	-0.142151719781894	run_order_sensitivity_only_not_corrected_truth	0.543538468211134	lower_in_early_ESCC
