view	factor	feature	value	abs_weight
HM450	Factor4	cg16168014	0.60537987947464	0.60537987947464
HM450	Factor4	cg19859323	0.603703498840332	0.603703498840332
HM450	Factor4	cg14025053	0.603481411933899	0.603481411933899
HM450	Factor4	cg10661191	0.601378560066223	0.601378560066223
HM450	Factor4	cg02653559	0.600685358047485	0.600685358047485
HM450	Factor4	cg02320454	0.598755240440369	0.598755240440369
HM450	Factor4	cg03103218	0.593788623809815	0.593788623809815
HM450	Factor4	cg21624902	0.592851758003235	0.592851758003235
HM450	Factor4	cg22855900	0.591391623020172	0.591391623020172
HM450	Factor5	cg20308663	-0.150812566280365	0.150812566280365
HM450	Factor5	cg26056277	-0.136263072490692	0.136263072490692
HM450	Factor5	cg17738521	-0.112706400454044	0.112706400454044
HM450	Factor5	cg09053680	-0.109991773962975	0.109991773962975
HM450	Factor5	cg19212767	-0.105105765163898	0.105105765163898
HM450	Factor5	cg11319389	0.104632079601288	0.104632079601288
HM450	Factor5	cg14210607	-0.1010352820158	0.1010352820158
HM450	Factor5	cg17444839	0.0939345136284828	0.0939345136284828
HM450	Factor5	cg01764252	0.0930845960974693	0.0930845960974693
HM450	Factor5	cg20386316	0.0928480848670006	0.0928480848670006
HM450	Factor5	cg02767633	0.0927896499633789	0.0927896499633789
HM450	Factor5	cg16705086	-0.0919765904545784	0.0919765904545784
HM450	Factor5	cg26818625	0.0910631492733955	0.0910631492733955
HM450	Factor5	cg10494684	0.0897383540868759	0.0897383540868759
HM450	Factor5	cg21453451	0.0892610624432564	0.0892610624432564
HM450	Factor5	cg03278514	-0.088705837726593	0.088705837726593
HM450	Factor5	cg07886472	-0.0884999185800552	0.0884999185800552
HM450	Factor5	cg11901043	0.0882796719670296	0.0882796719670296
HM450	Factor5	cg07109238	0.0879356265068054	0.0879356265068054
HM450	Factor5	cg02263377	-0.0866646692156792	0.0866646692156792
HM450	Factor6	cg16681083	0.164329946041107	0.164329946041107
HM450	Factor6	cg21189438	-0.132938519120216	0.132938519120216
HM450	Factor6	cg23076537	0.105203993618488	0.105203993618488
HM450	Factor6	cg05230834	0.101400911808014	0.101400911808014
HM450	Factor6	cg01176141	0.099217101931572	0.099217101931572
HM450	Factor6	cg26479667	-0.0988261252641678	0.0988261252641678
HM450	Factor6	cg20344326	0.0976016521453857	0.0976016521453857
HM450	Factor6	cg08231870	-0.096127986907959	0.096127986907959
HM450	Factor6	cg17939040	0.0958122164011002	0.0958122164011002
HM450	Factor6	cg19148440	-0.08627799898386	0.08627799898386
HM450	Factor6	cg09815793	0.0861132442951202	0.0861132442951202
HM450	Factor6	cg11310527	0.0841755196452141	0.0841755196452141
HM450	Factor6	cg21741284	0.0833926349878311	0.0833926349878311
HM450	Factor6	cg17945789	0.0826566591858864	0.0826566591858864
HM450	Factor6	cg16697940	-0.0820717811584473	0.0820717811584473
HM450	Factor6	cg05306745	-0.0810452923178673	0.0810452923178673
HM450	Factor6	cg08304084	-0.080521248281002	0.080521248281002
HM450	Factor6	cg01246520	0.0790383815765381	0.0790383815765381
HM450	Factor6	cg08439930	0.0790018662810326	0.0790018662810326
HM450	Factor6	cg08000684	-0.0787747129797936	0.0787747129797936
HM450	Factor7	cg18046677	0.574987351894379	0.574987351894379
HM450	Factor7	cg00660167	0.569051861763001	0.569051861763001
HM450	Factor7	cg21002542	0.560677170753479	0.560677170753479
HM450	Factor7	cg01857475	-0.554758787155151	0.554758787155151
HM450	Factor7	cg00467244	-0.545264184474945	0.545264184474945
HM450	Factor7	cg18633684	-0.533745169639587	0.533745169639587
HM450	Factor7	cg20923245	-0.533196866512299	0.533196866512299
HM450	Factor7	cg10400707	0.529310584068298	0.529310584068298
HM450	Factor7	cg06721601	0.528577387332916	0.528577387332916
HM450	Factor7	cg11452329	0.524037837982178	0.524037837982178
HM450	Factor7	cg03817911	-0.522843718528748	0.522843718528748
HM450	Factor7	cg10572274	-0.520592749118805	0.520592749118805
HM450	Factor7	cg03126946	0.519824743270874	0.519824743270874
HM450	Factor7	cg26614816	-0.513444185256958	0.513444185256958
HM450	Factor7	cg21261158	0.511616349220276	0.511616349220276
HM450	Factor7	cg17976191	0.51158332824707	0.51158332824707
HM450	Factor7	cg19081101	0.509164273738861	0.509164273738861
HM450	Factor7	cg15135047	-0.504522681236267	0.504522681236267
HM450	Factor7	cg09884423	-0.501945734024048	0.501945734024048
HM450	Factor7	cg07580591	-0.489794045686722	0.489794045686722
HM450	Factor8	cg04715503	0.765384614467621	0.765384614467621
HM450	Factor8	cg03117976	-0.718488991260529	0.718488991260529
HM450	Factor8	cg03686593	-0.715880870819092	0.715880870819092
HM450	Factor8	cg22871668	-0.679171860218048	0.679171860218048
HM450	Factor8	cg04763554	-0.67658132314682	0.67658132314682
HM450	Factor8	cg01328892	-0.665606796741486	0.665606796741486
HM450	Factor8	cg14287112	-0.659808158874512	0.659808158874512
HM450	Factor8	cg06782035	-0.654716908931732	0.654716908931732
HM450	Factor8	cg22352818	0.648508846759796	0.648508846759796
HM450	Factor8	cg11664500	-0.641638875007629	0.641638875007629
HM450	Factor8	cg20693607	0.638532876968384	0.638532876968384
HM450	Factor8	cg19074340	-0.63706773519516	0.63706773519516
HM450	Factor8	cg15123562	0.636457443237305	0.636457443237305
HM450	Factor8	cg02574502	-0.634464085102081	0.634464085102081
HM450	Factor8	cg03389653	-0.630547046661377	0.630547046661377
HM450	Factor8	cg24333469	0.627825915813446	0.627825915813446
HM450	Factor8	cg16964348	-0.619481444358826	0.619481444358826
HM450	Factor8	cg08609270	-0.618468999862671	0.618468999862671
HM450	Factor8	cg13198321	-0.616848170757294	0.616848170757294
HM450	Factor8	cg22708150	0.615911424160004	0.615911424160004
Mutation	Factor1	ENSG00000116044.16	0.0106589179486036	0.0106589179486036
Mutation	Factor1	ENSG00000127616.19	-0.00539886485785246	0.00539886485785246
Mutation	Factor1	ENSG00000141510.18	0.00502626970410347	0.00502626970410347
Mutation	Factor1	ENSG00000039139.9	-0.00426189554855227	0.00426189554855227
Mutation	Factor1	ENSG00000185920.16	0.00335252867080271	0.00335252867080271
Mutation	Factor1	ENSG00000151835.16	-0.0024536291602999	0.0024536291602999
Mutation	Factor1	ENSG00000164796.18_Mutation	-0.00238084211014211	0.00238084211014211
Mutation	Factor1	ENSG00000141579.7_Mutation	-0.00236892607063055	0.00236892607063055
Mutation	Factor1	ENSG00000168702.18_Mutation	0.00234407442621887	0.00234407442621887
Mutation	Factor1	ENSG00000116183.11_Mutation	0.00225951499305666	0.00225951499305666
Mutation	Factor1	ENSG00000196367.14	-0.00190890813246369	0.00190890813246369
Mutation	Factor1	ENSG00000164199.18	-0.00190373952500522	0.00190373952500522
Mutation	Factor1	ENSG00000150893.11_Mutation	-0.00181493128184229	0.00181493128184229
Mutation	Factor1	ENSG00000160145.15	-0.00181363068986684	0.00181363068986684
Mutation	Factor1	ENSG00000155657.28	0.00163953460287303	0.00163953460287303
Mutation	Factor1	ENSG00000167548.16	-0.00161960290279239	0.00161960290279239
Mutation	Factor1	ENSG00000205038.12	-0.00156269269064069	0.00156269269064069
Mutation	Factor1	ENSG00000169876.14_Mutation	-0.00130092678591609	0.00130092678591609
Mutation	Factor1	ENSG00000090402.8	-0.00124346325173974	0.00124346325173974
Mutation	Factor1	ENSG00000120332.16	0.00107329990714788	0.00107329990714788
Mutation	Factor2	ENSG00000141579.7_Mutation	0.0019946803804487	0.0019946803804487
Mutation	Factor2	ENSG00000148400.12	-0.00110502645839006	0.00110502645839006
Mutation	Factor2	ENSG00000143341.12	0.00108157994691283	0.00108157994691283
Mutation	Factor2	ENSG00000157423.18	0.00103469472378492	0.00103469472378492
Mutation	Factor2	ENSG00000074181.9	0.000975888862740248	0.000975888862740248
Mutation	Factor2	ENSG00000164796.18_Mutation	0.00084495812188834	0.00084495812188834
Mutation	Factor2	ENSG00000079102.16	-0.000813522201497108	0.000813522201497108
Mutation	Factor2	ENSG00000151835.16	0.000809240038506687	0.000809240038506687
Mutation	Factor2	ENSG00000127616.19	0.000791063939686865	0.000791063939686865
Mutation	Factor2	ENSG00000101191.17	-0.000785381998866797	0.000785381998866797
Mutation	Factor2	ENSG00000150893.11_Mutation	0.000699730357155204	0.000699730357155204
Mutation	Factor2	ENSG00000182348.7	-0.000673429458402097	0.000673429458402097
Mutation	Factor2	ENSG00000169876.14_Mutation	-0.000652033486403525	0.000652033486403525
Mutation	Factor2	ENSG00000117983.17_Mutation	-0.000634187657851726	0.000634187657851726
Mutation	Factor2	ENSG00000141510.18	0.000579321698751301	0.000579321698751301
Mutation	Factor2	ENSG00000131018.24	-0.000565277703572065	0.000565277703572065
Mutation	Factor2	ENSG00000090402.8	0.000494614359922707	0.000494614359922707
Mutation	Factor2	ENSG00000120332.16	0.000487445766339079	0.000487445766339079
Mutation	Factor2	ENSG00000155816.20_Mutation	-0.00047740270383656	0.00047740270383656
Mutation	Factor2	ENSG00000155657.28	-0.000473733729450032	0.000473733729450032
Mutation	Factor3	ENSG00000181143.15_Mutation	0.00272509432397783	0.00272509432397783
Mutation	Factor3	ENSG00000186472.20_Mutation	0.00187164079397917	0.00187164079397917
Mutation	Factor3	ENSG00000157423.18	-0.00142007600516081	0.00142007600516081
Mutation	Factor3	ENSG00000169876.14_Mutation	0.00131566845811903	0.00131566845811903
Mutation	Factor3	ENSG00000151835.16	0.0012483891332522	0.0012483891332522
Mutation	Factor3	ENSG00000196367.14	0.00124623125884682	0.00124623125884682
Mutation	Factor3	ENSG00000148400.12	0.00124020816292614	0.00124020816292614
Mutation	Factor3	ENSG00000205038.12	0.00117510289419442	0.00117510289419442
Mutation	Factor3	ENSG00000168702.18_Mutation	-0.00114073278382421	0.00114073278382421
Mutation	Factor3	ENSG00000182348.7	0.00100258947350085	0.00100258947350085
Mutation	Factor3	ENSG00000164199.18	0.000958845776040107	0.000958845776040107
Mutation	Factor3	ENSG00000141579.7_Mutation	-0.00092262018006295	0.00092262018006295
Mutation	Factor3	ENSG00000090402.8	0.000900756625924259	0.000900756625924259
Mutation	Factor3	ENSG00000155657.28	-0.00090032652951777	0.00090032652951777
Mutation	Factor3	ENSG00000127616.19	0.000861302600242198	0.000861302600242198
Mutation	Factor3	ENSG00000121879.6	0.000838617968838662	0.000838617968838662
Mutation	Factor3	ENSG00000167548.16	0.000837576691992581	0.000837576691992581
Mutation	Factor3	ENSG00000204963.6	0.000837404222693294	0.000837404222693294
Mutation	Factor3	ENSG00000185920.16	0.000802431837655604	0.000802431837655604
Mutation	Factor3	ENSG00000060718.22_Mutation	0.000799389032181352	0.000799389032181352
Mutation	Factor4	ENSG00000116044.16	0.00152308621909469	0.00152308621909469
Mutation	Factor4	ENSG00000090402.8	0.00149624480400234	0.00149624480400234
Mutation	Factor4	ENSG00000127616.19	0.00141159154009074	0.00141159154009074
Mutation	Factor4	ENSG00000154358.22	0.00132343044970185	0.00132343044970185
Mutation	Factor4	ENSG00000060718.22_Mutation	0.00130248256027699	0.00130248256027699
Mutation	Factor4	ENSG00000039139.9	-0.00125602318439633	0.00125602318439633
Mutation	Factor4	ENSG00000160145.15	0.00123311358038336	0.00123311358038336
Mutation	Factor4	ENSG00000084674.15	0.00119629490654916	0.00119629490654916
Mutation	Factor4	ENSG00000141579.7_Mutation	-0.00108909723348916	0.00108909723348916
Mutation	Factor4	ENSG00000167548.16	0.00107426114846021	0.00107426114846021
Mutation	Factor4	ENSG00000165323.15_Mutation	-0.00102408730890602	0.00102408730890602
Mutation	Factor4	ENSG00000148400.12	0.000999963260255754	0.000999963260255754
Mutation	Factor4	ENSG00000185920.16	0.000899784732609987	0.000899784732609987
Mutation	Factor4	ENSG00000163513.19	0.000891074829269201	0.000891074829269201
Mutation	Factor4	ENSG00000116183.11_Mutation	0.000866621674504131	0.000866621674504131
Mutation	Factor4	ENSG00000151914.20	-0.000850202341098338	0.000850202341098338
Mutation	Factor4	ENSG00000168702.18_Mutation	-0.000842258392367512	0.000842258392367512
Mutation	Factor4	ENSG00000186472.20_Mutation	0.000776939617935568	0.000776939617935568
Mutation	Factor4	ENSG00000127603.30	-0.000772342085838318	0.000772342085838318
Mutation	Factor4	ENSG00000198626.17_Mutation	-0.000756375549826771	0.000756375549826771
Mutation	Factor5	ENSG00000167548.16	0.00378138152882457	0.00378138152882457
Mutation	Factor5	ENSG00000101191.17	-0.00312986108474433	0.00312986108474433
Mutation	Factor5	ENSG00000141510.18	-0.00303445383906364	0.00303445383906364
Mutation	Factor5	ENSG00000182348.7	-0.00293303187936544	0.00293303187936544
Mutation	Factor5	ENSG00000127616.19	0.00257230410352349	0.00257230410352349
Mutation	Factor5	ENSG00000155657.28	-0.00210010493174195	0.00210010493174195
Mutation	Factor5	ENSG00000164796.18_Mutation	-0.0020031479652971	0.0020031479652971
Mutation	Factor5	ENSG00000117983.17_Mutation	-0.00175667379517108	0.00175667379517108
Mutation	Factor5	ENSG00000060718.22_Mutation	0.00170357630122453	0.00170357630122453
Mutation	Factor5	ENSG00000198626.17_Mutation	-0.00157357368152589	0.00157357368152589
Mutation	Factor5	ENSG00000168702.18_Mutation	-0.00147638912312686	0.00147638912312686
Mutation	Factor5	ENSG00000127603.30	-0.00135594513267279	0.00135594513267279
Mutation	Factor5	ENSG00000185920.16	0.00131175620481372	0.00131175620481372
Mutation	Factor5	ENSG00000181143.15_Mutation	0.00128097855485976	0.00128097855485976
Mutation	Factor5	ENSG00000121879.6	0.00127299944870174	0.00127299944870174
Mutation	Factor5	ENSG00000163625.16	0.00121092260815203	0.00121092260815203
Mutation	Factor5	ENSG00000084674.15	-0.0011995822424069	0.0011995822424069
Mutation	Factor5	ENSG00000074181.9	0.00118801579810679	0.00118801579810679
Mutation	Factor5	ENSG00000169876.14_Mutation	0.00113059848081321	0.00113059848081321
Mutation	Factor5	ENSG00000039139.9	0.00102535868063569	0.00102535868063569
Mutation	Factor6	ENSG00000167548.16	-0.00131502188742161	0.00131502188742161
Mutation	Factor6	ENSG00000141510.18	0.0012401215499267	0.0012401215499267
Mutation	Factor6	ENSG00000121879.6	-0.00102121557574719	0.00102121557574719
Mutation	Factor6	ENSG00000039139.9	0.000867115508299321	0.000867115508299321
Mutation	Factor6	ENSG00000164199.18	-0.000799566507339478	0.000799566507339478
Mutation	Factor6	ENSG00000155657.28	-0.000765460950788111	0.000765460950788111
Mutation	Factor6	ENSG00000060718.22_Mutation	-0.000714971160050482	0.000714971160050482
Mutation	Factor6	ENSG00000181143.15_Mutation	-0.000704755017068237	0.000704755017068237
Mutation	Factor6	ENSG00000084674.15	0.000637549499515444	0.000637549499515444
Mutation	Factor6	ENSG00000157423.18	0.000602164072915912	0.000602164072915912
Mutation	Factor6	ENSG00000186472.20_Mutation	0.000564686895813793	0.000564686895813793
Mutation	Factor6	ENSG00000198707.17	-0.000524246890563518	0.000524246890563518
Mutation	Factor6	ENSG00000196367.14	0.000506020500324667	0.000506020500324667
Mutation	Factor6	ENSG00000141579.7_Mutation	0.000483051408082247	0.000483051408082247
Mutation	Factor6	ENSG00000151914.20	0.000455416418844834	0.000455416418844834
Mutation	Factor6	ENSG00000169876.14_Mutation	-0.000429977517342195	0.000429977517342195
Mutation	Factor6	ENSG00000120332.16	0.000406222301535308	0.000406222301535308
Mutation	Factor6	ENSG00000163513.19	-0.000403620855649933	0.000403620855649933
Mutation	Factor6	ENSG00000127616.19	-0.000388338114134967	0.000388338114134967
Mutation	Factor6	ENSG00000160145.15	-0.000379994191462174	0.000379994191462174
Mutation	Factor7	ENSG00000116044.16	0.00614554295316339	0.00614554295316339
Mutation	Factor7	ENSG00000148400.12	-0.00324510596692562	0.00324510596692562
Mutation	Factor7	ENSG00000039139.9	-0.00295730796642602	0.00295730796642602
Mutation	Factor7	ENSG00000124721.18	-0.00290911109186709	0.00290911109186709
Mutation	Factor7	ENSG00000182348.7	-0.00247906404547393	0.00247906404547393
Mutation	Factor7	ENSG00000167548.16	0.00240191747434437	0.00240191747434437
Mutation	Factor7	ENSG00000127616.19	0.00178804935421795	0.00178804935421795
Mutation	Factor7	ENSG00000163625.16	0.00165539770387113	0.00165539770387113
Mutation	Factor7	ENSG00000079102.16	-0.0016467998502776	0.0016467998502776
Mutation	Factor7	ENSG00000151835.16	0.00161462591495365	0.00161462591495365
Mutation	Factor7	ENSG00000154358.22	-0.00159778399392962	0.00159778399392962
Mutation	Factor7	ENSG00000141579.7_Mutation	0.00151097029447556	0.00151097029447556
Mutation	Factor7	ENSG00000163513.19	0.00148123363032937	0.00148123363032937
Mutation	Factor7	ENSG00000198626.17_Mutation	0.00142508500721306	0.00142508500721306
Mutation	Factor7	ENSG00000164796.18_Mutation	0.00134576729033142	0.00134576729033142
Mutation	Factor7	ENSG00000164199.18	0.00128645787481219	0.00128645787481219
Mutation	Factor7	ENSG00000117983.17_Mutation	0.00107550621032715	0.00107550621032715
Mutation	Factor7	ENSG00000205038.12	-0.00103297713212669	0.00103297713212669
Mutation	Factor7	ENSG00000127603.30	-0.00088414316996932	0.00088414316996932
Mutation	Factor7	ENSG00000084674.15	0.000874236691743136	0.000874236691743136
Mutation	Factor8	ENSG00000127616.19	-0.00450514443218708	0.00450514443218708
Mutation	Factor8	ENSG00000116044.16	0.00422403635457158	0.00422403635457158
Mutation	Factor8	ENSG00000121879.6	-0.00413901964202523	0.00413901964202523
Mutation	Factor8	ENSG00000143631.11_Mutation	-0.00331037933938205	0.00331037933938205
Mutation	Factor8	ENSG00000141510.18	0.00297972955740988	0.00297972955740988
Mutation	Factor8	ENSG00000163513.19	-0.00250175152905285	0.00250175152905285
Mutation	Factor8	ENSG00000198707.17	0.00239200936630368	0.00239200936630368
Mutation	Factor8	ENSG00000155052.14_Mutation	-0.00214637955650687	0.00214637955650687
Mutation	Factor8	ENSG00000155657.28	-0.00205502030439675	0.00205502030439675
Mutation	Factor8	ENSG00000165323.15_Mutation	0.00196690671145916	0.00196690671145916
Mutation	Factor8	ENSG00000205038.12	0.00180676556192338	0.00180676556192338
Mutation	Factor8	ENSG00000182348.7	0.00162413902580738	0.00162413902580738
Mutation	Factor8	ENSG00000079102.16	0.00156676676124334	0.00156676676124334
Mutation	Factor8	ENSG00000164796.18_Mutation	-0.00152233068365604	0.00152233068365604
Mutation	Factor8	ENSG00000181143.15_Mutation	0.00125872378703207	0.00125872378703207
Mutation	Factor8	ENSG00000168702.18_Mutation	0.00123928906396031	0.00123928906396031
Mutation	Factor8	ENSG00000186472.20_Mutation	0.00117605645209551	0.00117605645209551
Mutation	Factor8	ENSG00000039139.9	-0.00110967503860593	0.00110967503860593
Mutation	Factor8	ENSG00000101191.17	0.00104309315793216	0.00104309315793216
Mutation	Factor8	ENSG00000117983.17_Mutation	-0.00103146862238646	0.00103146862238646
CNV	Factor1	ENSG00000177565.18	0.341690838336945	0.341690838336945
CNV	Factor1	ENSG00000058063.16	0.331262737512589	0.331262737512589
CNV	Factor1	ENSG00000043093.15	0.331262737512589	0.331262737512589
CNV	Factor1	ENSG00000173950.16	0.316554218530655	0.316554218530655
CNV	Factor1	ENSG00000121853.4	0.266740709543228	0.266740709543228
CNV	Factor1	ENSG00000075420.13	0.264836668968201	0.264836668968201
CNV	Factor1	ENSG00000121858.11	0.263280361890793	0.263280361890793
CNV	Factor1	ENSG00000144959.11	0.26149782538414	0.26149782538414
CNV	Factor1	ENSG00000285218.1	0.260538846254349	0.260538846254349
CNV	Factor1	ENSG00000075651.16	0.259924024343491	0.259924024343491
CNV	Factor1	ENSG00000163558.13	0.259419500827789	0.259419500827789
CNV	Factor1	ENSG00000136603.14	0.259419500827789	0.259419500827789
CNV	Factor1	ENSG00000013297.12	0.259419500827789	0.259419500827789
CNV	Factor1	ENSG00000013293.6	0.259419500827789	0.259419500827789
CNV	Factor1	ENSG00000173889.16	0.258238941431046	0.258238941431046
CNV	Factor1	ENSG00000163584.18	0.257872998714447	0.257872998714447
CNV	Factor1	ENSG00000163577.8	0.257872998714447	0.257872998714447
CNV	Factor1	ENSG00000163581.14	0.257872998714447	0.257872998714447
CNV	Factor1	ENSG00000154310.17	0.257855981588364	0.257855981588364
CNV	Factor1	ENSG00000132849.21	-0.223468974232674	0.223468974232674
CNV	Factor2	ENSG00000112685.14	0.290315568447113	0.290315568447113
CNV	Factor2	ENSG00000112699.11	0.277730584144592	0.277730584144592
CNV	Factor2	ENSG00000111846.19	0.275155663490295	0.275155663490295
CNV	Factor2	ENSG00000137434.11	0.275155663490295	0.275155663490295
CNV	Factor2	ENSG00000111845.5	0.275155663490295	0.275155663490295
CNV	Factor2	ENSG00000145949.11	0.266809672117233	0.266809672117233
CNV	Factor2	ENSG00000124535.16	0.266809672117233	0.266809672117233
CNV	Factor2	ENSG00000137203.15	0.266650587320328	0.266650587320328
CNV	Factor2	ENSG00000224531.6	0.253230333328247	0.253230333328247
CNV	Factor2	ENSG00000244476.3	0.253230333328247	0.253230333328247
CNV	Factor2	ENSG00000111859.17	0.253230333328247	0.253230333328247
CNV	Factor2	ENSG00000112679.14	0.242645904421806	0.242645904421806
CNV	Factor2	ENSG00000205269.6	0.234478890895844	0.234478890895844
CNV	Factor2	ENSG00000111863.13	0.234478890895844	0.234478890895844
CNV	Factor2	ENSG00000197977.4	0.230880320072174	0.230880320072174
CNV	Factor2	ENSG00000095951.17	0.223440945148468	0.223440945148468
CNV	Factor2	ENSG00000078401.7	0.223440945148468	0.223440945148468
CNV	Factor2	ENSG00000111843.14	0.217649355530739	0.217649355530739
CNV	Factor2	ENSG00000137210.14	0.208671450614929	0.208671450614929
CNV	Factor2	ENSG00000111837.12	0.208671450614929	0.208671450614929
CNV	Factor3	ENSG00000273213.3	-0.171885043382645	0.171885043382645
CNV	Factor3	ENSG00000263513.5	-0.168739452958107	0.168739452958107
CNV	Factor3	ENSG00000271567.1	-0.168739452958107	0.168739452958107
CNV	Factor3	ENSG00000266338.6	-0.168739452958107	0.168739452958107
CNV	Factor3	ENSG00000279782.2	-0.168739452958107	0.168739452958107
CNV	Factor3	ENSG00000196369.11	-0.168739452958107	0.168739452958107
CNV	Factor3	ENSG00000215784.6	-0.168739452958107	0.168739452958107
CNV	Factor3	ENSG00000256374.2	-0.168739452958107	0.168739452958107
CNV	Factor3	ENSG00000162825.16	-0.168739452958107	0.168739452958107
CNV	Factor3	ENSG00000117262.19	-0.168739452958107	0.168739452958107
CNV	Factor3	ENSG00000174827.14	-0.168739452958107	0.168739452958107
CNV	Factor3	ENSG00000117281.16	-0.168739452958107	0.168739452958107
CNV	Factor3	ENSG00000265491.5	-0.168739452958107	0.168739452958107
CNV	Factor3	ENSG00000186141.9	-0.168739452958107	0.168739452958107
CNV	Factor3	ENSG00000186364.12	-0.168739452958107	0.168739452958107
CNV	Factor3	ENSG00000111846.19	-0.157195255160332	0.157195255160332
CNV	Factor3	ENSG00000137434.11	-0.157195255160332	0.157195255160332
CNV	Factor3	ENSG00000111845.5	-0.157195255160332	0.157195255160332
CNV	Factor3	ENSG00000145949.11	-0.152105584740639	0.152105584740639
CNV	Factor3	ENSG00000124535.16	-0.152105584740639	0.152105584740639
CNV	Factor4	ENSG00000260458.3	0.0691155046224594	0.0691155046224594
CNV	Factor4	ENSG00000256618.2	0.0528029203414917	0.0528029203414917
CNV	Factor4	ENSG00000175662.18	0.0410414934158325	0.0410414934158325
CNV	Factor4	ENSG00000163739.5_CNV	0.0396791398525238	0.0396791398525238
CNV	Factor4	ENSG00000163631.17	0.0362050756812096	0.0362050756812096
CNV	Factor4	ENSG00000081051.8	0.0362050756812096	0.0362050756812096
CNV	Factor4	ENSG00000079557.5	0.0362050756812096	0.0362050756812096
CNV	Factor4	ENSG00000169435.14	0.0362050756812096	0.0362050756812096
CNV	Factor4	ENSG00000169429.11_CNV	0.0362050756812096	0.0362050756812096
CNV	Factor4	ENSG00000124875.10_CNV	0.0362050756812096	0.0362050756812096
CNV	Factor4	ENSG00000109272.4	0.0360820256173611	0.0360820256173611
CNV	Factor4	ENSG00000272414.6	0.0335557721555233	0.0335557721555233
CNV	Factor4	ENSG00000189157.14	0.0316584594547749	0.0316584594547749
CNV	Factor4	ENSG00000118804.8	0.0314122475683689	0.0314122475683689
CNV	Factor4	ENSG00000163749.17	0.0314122475683689	0.0314122475683689
CNV	Factor4	ENSG00000154978.13	-0.0307902470231056	0.0307902470231056
CNV	Factor4	ENSG00000156219.17	0.0307563450187445	0.0307563450187445
CNV	Factor4	ENSG00000138750.15	0.0307563450187445	0.0307563450187445
CNV	Factor4	ENSG00000138760.10	0.0274557322263718	0.0274557322263718
CNV	Factor4	ENSG00000107105.15_CNV	0.0266259405761957	0.0266259405761957
CNV	Factor5	ENSG00000173889.16	-0.00393987307325006	0.00393987307325006
CNV	Factor5	ENSG00000177426.22	0.00384378829039633	0.00384378829039633
CNV	Factor5	ENSG00000170579.17_CNV	0.00381194520741701	0.00381194520741701
CNV	Factor5	ENSG00000163584.18	-0.00375448702834547	0.00375448702834547
CNV	Factor5	ENSG00000163577.8	-0.00375448702834547	0.00375448702834547
CNV	Factor5	ENSG00000163581.14	-0.00375448702834547	0.00375448702834547
CNV	Factor5	ENSG00000101605.13	0.00369847426190972	0.00369847426190972
CNV	Factor5	ENSG00000101608.13	0.00369847426190972	0.00369847426190972
CNV	Factor5	ENSG00000118680.14	0.00369847426190972	0.00369847426190972
CNV	Factor5	ENSG00000154310.17	-0.00365619198419154	0.00365619198419154
CNV	Factor5	ENSG00000285218.1	-0.00365074537694454	0.00365074537694454
CNV	Factor5	ENSG00000132849.21	-0.00356405507773161	0.00356405507773161
CNV	Factor5	ENSG00000163558.13	-0.00351357273757458	0.00351357273757458
CNV	Factor5	ENSG00000136603.14	-0.00351357273757458	0.00351357273757458
CNV	Factor5	ENSG00000013297.12	-0.00351357273757458	0.00351357273757458
CNV	Factor5	ENSG00000013293.6	-0.00351357273757458	0.00351357273757458
CNV	Factor5	ENSG00000264545.2	0.00340668484568596	0.00340668484568596
CNV	Factor5	ENSG00000118922.17	0.00339909573085606	0.00339909573085606
CNV	Factor5	ENSG00000184226.15_CNV	0.00339671014808118	0.00339671014808118
CNV	Factor5	ENSG00000121858.11	-0.0033957741688937	0.0033957741688937
CNV	Factor6	ENSG00000185823.5	-0.00108858419116586	0.00108858419116586
CNV	Factor6	ENSG00000254415.3_CNV	-0.00107464112807065	0.00107464112807065
CNV	Factor6	ENSG00000114062.22	-0.00106980255804956	0.00106980255804956
CNV	Factor6	ENSG00000128739.23	-0.00104174332227558	0.00104174332227558
CNV	Factor6	ENSG00000273173.5	-0.00104174332227558	0.00104174332227558
CNV	Factor6	ENSG00000214265.11	-0.00104174332227558	0.00104174332227558
CNV	Factor6	ENSG00000175265.17	-0.000975536881014705	0.000975536881014705
CNV	Factor6	ENSG00000183668.18	-0.000948176078964025	0.000948176078964025
CNV	Factor6	ENSG00000147883.12_CNV	-0.000937379314564168	0.000937379314564168
CNV	Factor6	ENSG00000243130.8	-0.000925342144910246	0.000925342144910246
CNV	Factor6	ENSG00000243137.8_CNV	-0.000842155655846	0.000842155655846
CNV	Factor6	ENSG00000162105.19_CNV	-0.000790735532063991	0.000790735532063991
CNV	Factor6	ENSG00000205269.6	0.000733671244233847	0.000733671244233847
CNV	Factor6	ENSG00000111863.13	0.000733671244233847	0.000733671244233847
CNV	Factor6	ENSG00000111846.19	0.000693265639711171	0.000693265639711171
CNV	Factor6	ENSG00000137434.11	0.000693265639711171	0.000693265639711171
CNV	Factor6	ENSG00000111845.5	0.000693265639711171	0.000693265639711171
CNV	Factor6	ENSG00000224531.6	0.000662359641864896	0.000662359641864896
CNV	Factor6	ENSG00000244476.3	0.000662359641864896	0.000662359641864896
CNV	Factor6	ENSG00000111859.17	0.000662359641864896	0.000662359641864896
CNV	Factor7	ENSG00000172938.3	-0.544631361961365	0.544631361961365
